,host_response_rate,host_acceptance_rate,property_type,room_type,accomodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,extra_people,number_of_reviews,review_scores_rating,cancellation_policy,wireless_internet,smoke_detector,air_conditioning,heating,cable_tv,washer,dryer,family_kid_friendly,kitchen,free_parking,carbon_monoxide,pets_allowed,essentials,checkin_24hr,lock_on_bedroom_door,pool,hair_dryer,gym,wheelchair_accessible,iron,shampoo,hangers,first_aid_kit,elevator,comments
186,100,0,1,2,1,1.0,1,1,1,85,0,25,25,13,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Place was exactly as advertised: small but everything one needs for a great stay. I was pleasantly surprised by the condition and cleanliness of everything. Sharing a bathroom and shower was never an issue. Neither was noise or temperature. 
Some may take issue with the pillows. They are pretty thin so may want to bring your own. 
The location is amazing.
You cannot get a better deal considering the location, room, and price. I never met Tiffany but had no issues checking in or out. 
I would definitely recommend this place and would stay again.  "
189,100,100,1,1,6,2.0,3,3,1,168,350,69,19,74,88,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,"Great home to stay in. Truly blocks from JP. Large home, near public transit. Would rent again."
191,100,100,1,2,1,1.0,1,1,1,56,100,25,10,20,86,3,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,"Good place, Safe area!
The buses are frequency.  Easy to get Orange Line, Subway and around Downtown area.

And very clean room. Recommend!"
193,100,100,1,2,1,1.5,1,1,1,135,0,25,0,2,100,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,"Roger was an excellent and welcoming host.  His apartment is immaculate, in a great location,  safe and easy to get to."
194,100,94,2,1,10,2.0,3,7,1,199,300,100,15,28,94,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,"Dan''s place was fantastic!! 5 stars
Spacious, clean, modern, great location, parking. Couldn''t ask for more."
195,96,68,1,1,5,1.5,2,3,1,363,0,100,0,15,92,3,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,accoglienza straordinaria. 
196,100,67,1,2,2,1.0,1,1,1,85,100,25,25,2,100,3,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,Everything was great! Thanks Carla 
200,100,100,1,1,4,1.0,1,2,1,200,120,40,30,4,95,3,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,"Great location! We were so close to most of the places we were going that we walked most of the time. The host was so welcoming and really tried hard to make sure we had a smooth check-in. He provided a subway card for our convenience and towels and shampoo, etc. He responded really quickly whenever I had any questions about the apartment. Really great experience overall!"
207,97,84,1,1,2,1.0,1,1,1,150,500,200,0,6,90,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,Extremely convenient and comfortable flat . Really impressed by the concierge service.?Host is easily accessible if you need help.
208,100,100,1,1,2,1.0,0,1,1,189,500,150,0,1,100,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,"The studio is absolutely amazing! It looks just like in the photos, newly renovated in a beautiful and friendly building.
The kitchen is fully equipped with everything you need. We stayed there for one month and it was a delight.
In addition, the studio is located in the best location in Boston.
Highly recommended !"
209,100,100,1,3,1,1.0,1,2,1,45,0,20,15,3,93,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,"The host is very friendly and helpful. So helpful that she drove me to places. I never had any problems living in this house for 8 days. So, it''s cheap and good :) ."
210,100,100,1,2,2,1.0,1,1,3,60,0,10,10,88,87,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"The whole apartment was dirty, the bed (although let''s be real and call it what it is- an old pullout couch) was so uncomfortable that our whole bodies hurt, and there were stains on the sheets. Her roommate walked in and out of our room at all hours of the night (11:30pm, 1:30am, 3am, 4am, 6am.. as is his right since his door is next to the couch) which made it very hard to get any kind of continuous sleep. He also played video games for much of the night. Then, at 6:30, our host loudly turned on the tv and radio and started rummaging around with seemingly no concern that we were there.  We left after 1 night even though we had booked two because we felt unsafe with a complete stranger walking past us all the time."
211,100,100,2,2,2,1.0,1,1,1,65,0,5,0,11,98,3,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"Very good!
Convenient location near the subway; the hosts were gracious and helpful with directions. Accommodations were as described, the room was spacious and clean. Would certainly stay again and recommend to any friends visitng the area!"
214,19,100,1,2,2,1.0,1,1,1,70,0,35,35,20,83,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,The host canceled this reservation 2 days before arrival. This is an automated posting.
217,97,86,1,2,2,1.0,1,1,2,46,0,8,50,31,75,3,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Scott is a friendly guy and its a very nice neighborhood.
219,100,19,8,1,6,2.0,2,4,1,425,0,158,35,2,90,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"Excellent! The boat was really nice and clean and John, who greeted us and showed us around, was really friendly and helpful. The only slightly negative element was that the shower wasn''t super powerful, but it did the job and ultimately you''re on a boat so what do you expect. I definitely recommend this place"
220,100,100,4,2,3,2.0,1,1,1,35,0,15,15,49,88,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"We didn''t meet Andrew but found the place to be as described. He was tricky to catch until shortly before we flew out to Boston, but once we got in touch all was well. There''s a bit of a stroll to the T, but otherwise the location is good. Overall a lovely place to stay."
221,94,84,1,1,3,1.0,0,1,1,133,100,45,15,74,80,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Host was very accommodating and made us very welcome. 
Place is perfect for what was needed and clean and tidy. Great location.

"
222,0,0,1,2,1,1.0,1,1,1,60,0,0,20,2,0,2,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,The host canceled this reservation 6 days before arrival. This is an automated posting.
224,94,84,1,1,3,1.0,1,1,1,128,100,35,15,52,77,3,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"My stay at Ahmed''s was convenient, simple, and easy. Communication and check-in & out were all done simply through text. The location was prime! The stairs are a bit shotty in the building; but the apartment is wonderful and makes up for it. Everything you need is stocked and available inside. Overall I was happy with my stay and would most certainly book Ahmed''s place again and again! "
225,100,100,1,3,1,1.0,1,1,2,72,0,10,0,17,92,3,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,"An excellent journey! Tom is a very nice guy and He treated me very well. Though the room is not so big, but it is very clean and the location is convenient. I booked the room is very hurry and actually I did not know it is so convenient before I went there! The apartment is in the Little Italy. It has many Italian restaurants there. Walking for 10 to 15 mins, you can find the subway station. It is also very close to the famous tourism destination, the freedom track.  I guess it''s 5 mins walk."
226,90,82,1,1,2,1.0,1,1,1,170,0,25,10,50,97,2,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,"Amazing apartment! Great location! Tessa was very accommodating, and check-in/out was a breeze! Apartment was very clean, and adorably decorated- best Airbnb experience!! :)"
233,100,100,4,1,3,1.0,1,1,1,235,150,30,25,20,98,3,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,Tom's place was perfect! The location was ideal for walking downtown. The neighborhood was also very pleasant with good breakfast places nearby but also quiet. The apartment was very clean and well lit and we were very pleased.
235,89,45,1,2,3,0.0,1,1,1,249,0,150,0,1,100,4,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,"
We had a fantastic stay at Boylstonstreet. At first we thought is was to far from downtown Boston but the walk through Boylstonstreet was nice. There are rental bikes just across the road and T-linestations are within walking distance. Everything you need is in the appartment. A supermarket is just down the street and you even have a discountcard for this place. Bed, bathroom, kitchen, livingroom, Wifi was just great. We would certainly recommend this placce. We made reservations for another appartment but the got cancelled just a few days before. Airbnb was a great help in finding us an alternative. They even gave us a discount. "
237,100,100,2,2,2,1.0,1,1,1,85,0,25,5,26,97,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,"Ann nous a accueillis de façon charmante dans son petit jardin. Elle nous a donné les informations pratiques sur la maison, le quartier, les moyens de transport. Elle nous a guidé  selon nos centres d''intérêt.
Ann est une hôtesse agréable et discrète. Le logement correspond bien à la description ; l''environnement est agréable, l''entrée est indépendante, le metro est très proche. Disposer d''une place de parking est appréciable à cette distance du centre de Boston.

"
238,100,94,1,2,2,1.0,1,1,1,120,0,25,0,27,91,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,The location in the north end is very convenient to the rail stations and lots of good restaurants and I felt very safe walking around at night. Giovanni is friendly and quiet at nights so you can get some sleep.  I didn't have any noise issues at this location but I also brought earplugs.  The photos represent what you are getting well.
239,0,0,2,1,4,2.0,2,2,1,178,0,0,0,2,100,2,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Charles and Marianne made our stay so nice and cosy! Very pleasant house and garden. Very homy. Thank you 
240,100,97,3,1,2,1.0,0,1,1,150,0,50,25,5,96,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,"We had no trouble finding the place and Kathe gave us great instructions on where to park. The room itself was very clean when we arrived and overall a very comfortable place to stay. The location is fantastic- can''t beat the proximity to Tremont St and Copley Sq. Overall, we had a great stay and would definitely consider coming back in the future. "
241,100,92,1,1,2,1.0,0,2,2,55,0,25,35,4,95,3,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,"Overall, the apartment was great. The instructions which were left were perfect and very detailed. However, we expected that the place will be cleaned a bit more, it was strange that a lot of boxes were around. 
It was very nice that we had a possibility to use kitchen equipment and had extra towels. 
Maybe it is worth to mention that the road to the house goes up so they are ready to pull heavy suitcases.
The neighborhood is safe, however it might look slightly dangerous. 
The only inconvenience is that the closest grossers shop is located far away. "
242,100,100,1,1,4,1.0,1,2,1,95,0,10,10,5,80,2,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,"Anais is very nice, however the room is very hot, no air flow at all. Honestly we weren''t sure that the sheets were clean either. I wouldn''t recommend this unless you really plan to spend like no time in the room. "
243,96,100,1,2,2,1.0,1,1,1,61,0,5,0,33,97,3,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,"Super séjour chez Sean !
Une belle maison très charmante, de belles pièces et une terrasse qui permet de se relaxer après de longues journées touristiques !
La maison est facilement accessible par le métro.
Sean a toujours été disponible par message et aussi donnant de bons conseils pour sortir !
N''hésitez pas !"
245,90,100,1,1,4,1.0,1,1,1,135,0,20,15,2,80,2,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,Katerina was a great host.  Went out of her way to accommodate our schedule and needing to check in early.  Place was clean and in a great location.
246,100,87,1,1,4,1.0,1,1,1,249,0,0,25,11,98,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,Really nice and clean apartment in a beautiful neighborhood. I would definitely stay here again. Communication with Richard was simple and everything was professionally provided. 
248,100,91,1,1,2,1.0,0,1,1,155,0,225,0,1,100,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The apartment was small but clean and very well located. Everything was as expected. Alicia from the company renting this unit was very responsive. 

Used this place for a business trip to office son nearby Beacon Street and it was very convenient. Totally Only issue and this is easy to overcome: You must bring your own toilet paper, as they only promised us 1 complimentary roll for the four night stay."
249,100,100,1,2,1,1.0,1,1,1,200,0,50,70,4,100,3,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,These hosts really gave it their all! The neighborhood--in the heart of Back Bay--is lovely. Their apartment is spacious and light and the guest bedroom was very comfortable.  They really made me feel welcome and even had a bottle of water for me in the room. When there was a wireless problem they worked hard to solve it so I could get some work done. I really enjoyed meeting Jennifer and would be delighted to stay with her again.
250,100,92,1,2,1,1.0,1,1,1,140,0,30,0,1,100,2,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,"It''s been great to stay at Olja''s place for a second time this year. The room is spacious, comfortable, clean, and quiet, all perfect elements for a pleasant stay. Although she was not in town in this occasion, she made everything possible to make me feel home all the time. She''s a very attentive host. I would stay here again without any doubts. Thanks Olja!"
251,100,85,1,1,2,1.0,1,1,1,110,0,35,0,76,86,3,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,Richard was communicative and kind. the neighborhood was safe and felt good and the apt wasn't far from the T.
252,100,94,2,1,5,1.0,2,4,1,189,0,30,25,25,96,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,"Rooms were comfortable. Hosts were very nice and accommodating. 




"
253,100,91,1,1,2,1.0,0,1,1,137,0,225,0,1,100,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alicia was wonderfully responsive and attentive to our needs before and during our stay. The apartment was clean and comfy with all the amenities we could ask for. The neighborhood is safe and quiet, but centrally located to public transit and many cultural and tourist attractions. There are great restaurants and cafes in the area, along with a nice grocery store just a few minutes away. Check in and out was a breeze. Overall this was the perfect place!"
254,100,63,2,2,1,1.5,1,1,1,58,0,60,0,3,100,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,It was great time. The room was clean. The house was very quiet. Alena is so kind. I have had good experience in Boston. Thank you
255,98,65,1,1,3,1.0,1,2,1,120,0,40,0,5,100,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,"Janet was so kind and hospitable. Her space was clean and cozy and we really enjoyed our time there. We appreciated the coffee she left for us, and being able to buy some breakfast to make before we ventured out into Boston. She was very helpful and accommodating. We would definitely stay here again. "
257,99,93,1,2,2,1.0,1,1,1,89,0,25,20,46,95,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,"Tidy and clean place, near to Harvard business school, we tried one of Todd''s recommendations grafton st restaurant, it was good"
258,100,82,2,2,2,1.0,1,2,1,125,0,35,0,63,99,3,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,"We much enjoyed our stay in Boston, thanks to our hosts and their generous hospitality we could not expect any better. They welcomed us in their beautiful home and were very helpful. Would not hesitate to recommend this place, also very comfortable and clean."
259,100,100,2,1,2,1.0,1,1,1,190,0,50,0,6,90,3,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,"Nice place in a convenient & vibrant neighborhood. Great to have the outdoor access, especially in summer. Would be happy to stay there again."
260,100,100,1,1,4,1.0,2,2,1,200,0,95,0,16,95,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,"Gary was a great host.  He even came to change light bulbs while we were out one day! The house was very comfy and in a great location to go anywhere in Boston easily on the T. Thanks, Gary,  for your contribution to our great week in Boston! "
261,100,63,2,1,3,1.0,1,2,1,149,0,25,0,60,97,2,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,"We enjoyed our stay at Krishna''s house. He was a great host and accommodating of our schedule for arrival. It was just as pictured, simple, comfortable decor, and and the skylights bring in lots of lovely light. The bed was comfortable and bathroom fine. We enjoyed the location being close to our daughter and convenient to coffee and stores. The kitchen was fine, too. Stairs are steep but with the carpeting we were okay. Krishna checked in with us and was available as needed. Many thanks. 
"
262,97,81,1,1,2,1.0,0,1,1,199,0,50,0,1,0,3,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,The host canceled this reservation 24 days before arrival. This is an automated posting.
263,67,100,1,1,2,1.0,1,1,1,197,0,49,0,1,100,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,"Sean was amazing. He was very quick to respond to any concerns.  We needed to leave our bags in the apartment the day of check out since we had a late flight, and that was seamless.  Place was clean, quiet and on a lovely street.  Apartment was conveniently located next to 2 T stops.   I would definitely recommend!"
264,89,45,1,1,2,1.0,1,1,1,279,0,0,0,6,80,4,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,We had a great time. The area was beautiful and close the wonderful restaurants and shopping. I would definitely use seamless again
265,100,97,3,1,2,1.0,0,1,1,145,0,50,25,5,96,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,"Stayed in Room 2 (Parlor Room) which had a queen size bed, air conditioning, fan, kitchenette and own bathroom.  Kathe & Lisa were more than accommodating, providing light breakfast foods and beverages.  Located in a great neighborhood with cafes and restaurants within 5 minute walk or 10 minute Uber anywhere we wanted to go.  Perfect stay and would not hesitate staying again."
266,100,97,3,1,4,1.0,1,2,1,170,0,50,25,4,100,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,"Great place in a convenient, cute area of Boston. Felt completely safe walking around to the many restaurants and shops nearby. Apartment was extremely clean and just as described. Future renters should know that there isn''t a door between the bedroom and living area, just a curtain. If someone sleeps on the pull out couch they have to walk through the bedroom to get to the bathroom. Wasn''t a problem for us, but still good to know. 

Kathe and Lisa were great hosts! Communicated with me frequently and were kind enough to stock the fridge with some essentials to get us started. Would definitely recommend this Airbnb! "
267,100,89,4,2,2,2.0,1,1,1,103,0,15,10,28,94,3,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,"Andrea est très accueillante, le logement vient  semblé t il d''être refait, tres propre, simple et de bon goût . "
268,91,100,1,2,2,1.0,1,1,1,88,0,30,20,20,95,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,"Great host! Super friendly and helpful. He is easily reachable and never gets in your way. 

The apartment is very clean and comfortable. The room is large and has a private bathroom. 

I stayed here for 2 weeks and had a great time. Babak is my preferred host for staying in Boston and Ill certainly be staying with him again. "
